APN,2012 Final,2013 Final,2014 Final,2015 Final,2016 Final,2017 Final,2018 Final,2019 Final,2020 Final,2021 Final,2022 Final,2023 Final,2024 Final,2025 Final
097-181-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-181-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-181-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-181-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-181-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-003,2,2,2,2,2,2,2,2,2,2,2,2,2,2
097-182-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-182-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-183-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-183-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-192-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-192-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-192-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-192-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-192-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-192-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-193-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-200-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-210-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-221-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-222-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-223-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-223-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-223-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-223-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-223-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-041,1,1,1,1,1,1,1,1,1,1,1,1,1,1
097-230-042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-010-040,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-022-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-023-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-023-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-023-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-032-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-033-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-041-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-042-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-043-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-043-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-043-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-043-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-043-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-043-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-044-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-044-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-051-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-051-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-051-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-051-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-051-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-051-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-003,2,2,2,2,2,2,2,2,2,2,2,2,2,2
098-052-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-052-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-053-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-053-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-053-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-053-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-022,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-023,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-024,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-025,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-026,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-027,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-032,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-033,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-036,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-060-039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-071-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-072-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-073-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-073-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-073-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-074-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-081-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-015,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-082-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-083-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-084-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-084-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-084-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-084-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-084-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-085-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-019,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-090-020,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-101-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-102-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-102-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-102-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-102-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-102-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-103-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-104-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-105-008,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-111-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-111-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-111-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-010,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-112-012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-005,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
098-113-007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
