"APN","Record Type","DevelopmentRight","LandCapability","IPESScore","CumulativeBankedQuantity","RemainingBankedQuantity","Jurisdiction","LocalPlan","DateBankedOrApproved","HRA","LastUpdated","TransactionNumber","SendingParcel","ReceivingParcel","LandBank","TransactionApprovalDate"
"1418-34-113-016","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","03/02/2023",,,,,
"1418-34-113-017","Banked Commodity","Coverage (hard)","Bailey 4",,"290","290","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","03/02/2023",,,,,
"1418-34-113-017","Banked Commodity","Coverage (hard)","Bailey 6",,"764","764","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","03/02/2023",,,,,
"1418-34-113-017","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","03/02/2023",,,,,
"1418-34-113-018","Banked Commodity","Coverage (hard)","Bailey 4",,"1076","1076","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-018","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 4",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-019","Banked Commodity","Coverage (hard)","Bailey 2",,"10","10","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-019","Banked Commodity","Coverage (hard)","Bailey 4",,"1017","1017","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-019","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 4",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-020","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 4",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","06/06/2024",,,,,
"1418-34-113-021","Banked Commodity","Coverage (hard)","Bailey 4",,"1037","1037","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-021","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 4",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-022","Banked Commodity","Coverage (hard)","Bailey 4",,"497","497","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-022","Banked Commodity","Coverage (hard)","Bailey 6",,"540","540","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-113-022","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1","1","Douglas County, NV (DGCO)","LINCOLN","05/09/2013","Cave Rock","05/10/2017",,,,,
"1418-34-201-010","Banked Commodity","Coverage (hard)","Bailey 1b",,"37","37","Douglas County, NV (DGCO)","LAKERIDGE","11/02/2018","Cave Rock","02/05/2020",,,,,
"1418-34-201-010","Banked Commodity","Coverage (hard)","Bailey 4",,"1169","1169","Douglas County, NV (DGCO)","LAKERIDGE","11/02/2018","Cave Rock","02/05/2020",,,,,
"1418-34-210-002","Banked Commodity","Coverage (hard)","Bailey 4",,"443","443","Douglas County, NV (DGCO)","LAKERIDGE","04/28/2005","Cave Rock","08/26/2020",,,,,
"1418-34-301-007","Banked Commodity","Coverage (hard)","Bailey 2",,"935","935","Douglas County, NV (DGCO)","LAKERIDGE","01/05/2018","Cave Rock","02/14/2020",,,,,
"1418-34-304-002","Banked Commodity","Potential Residential Unit of Use (PRUU)","IPES","680","1","1","Douglas County, NV (DGCO)","LAKERIDGE","02/11/2010","Cave Rock","01/03/2016",,,,,
"1418-34-310-009","Banked Commodity","Coverage (hard)","Bailey 4",,"148","148","Douglas County, NV (DGCO)","LAKERIDGE","09/26/2019","Cave Rock","12/10/2019",,,,,
"1418-34-401-014","Banked Commodity","Coverage (hard)","IPES","773","1350","1350","Douglas County, NV (DGCO)","LAKERIDGE","08/04/1992","Cave Rock","08/05/2022",,,,,
"1418-34-401-014","Banked Commodity","Coverage (soft)","IPES","773","1800","1800","Douglas County, NV (DGCO)","LAKERIDGE","08/04/1992","Cave Rock","08/05/2022",,,,,
"1418-34-401-028","Banked Commodity","Coverage (hard)","Bailey 1a",,"444","444","Douglas County, NV (DGCO)","LAKERIDGE","09/11/2020","Cave Rock","09/20/2021",,,,,
"1418-34-401-028","Banked Commodity","Coverage (hard)","Bailey 2",,"109","109","Douglas County, NV (DGCO)","LAKERIDGE","09/11/2020","Cave Rock","09/20/2021",,,,,
"1418-34-401-028","Banked Commodity","Coverage (hard)","Bailey 4",,"1856","1856","Douglas County, NV (DGCO)","LAKERIDGE","09/11/2020","Cave Rock","09/20/2021",,,,,
"1418-34-401-028","Banked Commodity","Single-Family Residential Unit of Use (SFRUU)","Bailey 6",,"1","1","Douglas County, NV (DGCO)","LAKERIDGE","06/10/2013","Cave Rock","09/20/2021",,,,,
"1418-34-601-008","Banked Commodity","Coverage (hard)","Bailey 2",,"28","28","Douglas County, NV (DGCO)","LAKERIDGE","12/04/2013","Cave Rock","03/12/2021",,,,,
"1418-34-610-015","Banked Commodity","Coverage (hard)","Bailey 2",,"197","197","Douglas County, NV (DGCO)","LAKERIDGE","08/21/2018","Cave Rock","03/10/2020",,,,,
"016-292-034","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"1",,,,,,"01/13/2023","TRPA-CONV-1275","016-292-034",,,"03/03/2021"
"023-241-042","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"14",,,,,,"01/19/2023","TRPA-CONV-2071","023-241-042",,,"05/29/2022"
"026-049-002","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"1",,,,,,"08/17/2016","TRPA-CONV-148","026-049-002",,,"06/19/2014"
"026-075-019","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"4",,,,,,"03/09/2022","TRPA-CONV-845","026-075-019",,,"04/02/2019"
"026-075-019","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"11",,,,,,"09/27/2021","TRPA-CONV-1788","026-075-019",,,"09/20/2021"
"026-089-010","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"1",,,,,,"01/13/2023","TRPA-CONV-1277","026-089-010",,,"07/22/2020"
"027-040-043","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"1",,,,,,"04/27/2023","TRPA-CONV-2121","027-040-043",,,"03/15/2023"
"027-040-043","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"12",,,,,,"08/01/2023","TRPA-CONV-2306","027-040-043",,,"05/21/2023"
"027-072-032","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"3",,,,,,"11/08/2022","TRPA-CONV-2069","027-072-032",,,"08/18/2022"
"027-151-034","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"16",,,,,,"08/01/2024","TRPA-CONV-2592","027-151-034",,,
"027-312-031","Conversion Receiving Parcel","Multi-Family Residential Unit of Use (MFRUU)",,,"1",,,,,,"01/13/2023","TRPA-CONV-1456","027-312-031",,,"04/08/2021"
"027-350-023","Conversion Receiving Parcel","Multi-Family Residential Unit of Use (MFRUU)",,,"2",,,,,,"12/10/2024","TRPA-CONV-2638","027-350-023",,,"10/04/2024"
"029-051-010","Conversion Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)",,,"1",,,,,,"07/22/2020","TRPA-CONV-1271","029-051-010",,,"07/08/2020"
"029-082-009","Conversion Receiving Parcel","Multi-Family Residential Unit of Use (MFRUU)",,,"1",,,,,,"06/05/2023","TRPA-CONV-2282","029-082-009",,,"06/02/2023"
"029-083-016","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"8958",,,,,,"01/13/2023","TRPA-CONV-606","029-083-016",,,"07/21/2014"
"029-441-004","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"10",,,,,,"01/13/2023","TRPA-CONV-1276","029-441-004",,,"09/18/2020"
"031-083-010","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"1",,,,,,"01/13/2023","TRPA-CONV-1820","031-083-010",,,"11/08/2021"
"031-256-003","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"1",,,,,,"09/23/2022","TRPA-CONV-2029","031-256-003",,,"09/08/2022"
"031-256-003","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"4",,,,,,"01/05/2024","TRPA-CONV-2331","031-256-003",,,"12/04/2023"
"090-072-041","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"10",,,,,,"01/25/2018","TRPA-CONV-612","090-072-041",,,"10/15/2015"
"090-192-002","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"1",,,,,,"01/23/2020","TRPA-CONV-1091","090-192-002",,,"01/17/2020"
"093-130-014","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"17",,,,,,"01/21/2020","TRPA-CONV-1090","093-130-014",,,"01/10/2020"
"094-070-001","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"42",,,,,,"06/21/2018","TRPA-CONV-609","094-070-001",,,"01/25/2017"
"094-070-001","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"16",,,,,,"10/07/2019","TRPA-CONV-923","094-070-001",,,"01/25/2017"
"094-070-006","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"12",,,,,,"09/07/2023","TRPA-CONV-2323","094-070-006",,,"08/31/2023"
"094-090-063","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"2",,,,,,"05/16/2019","TRPA-CONV-837","094-090-063",,,"05/13/2019"
"098-210-030","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"3",,,,,,"02/17/2022","TRPA-CONV-637","098-210-030",,,"07/14/2017"
"112-060-018","Conversion Receiving Parcel","Multi-Family Residential Unit of Use (MFRUU)",,,"1",,,,,,"05/04/2023","TRPA-CONV-2239","112-060-018",,,"05/03/2023"
"117-150-040","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"7",,,,,,"03/26/2018","TRPA-CONV-607","117-150-040",,,"11/20/2017"
"127-090-04","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"2",,,,,,"09/20/2021","TRPA-CONV-1782","127-090-04",,,"05/12/2020"
"127-280-02","Conversion Receiving Parcel","Tourist Accommodation Unit (TAU)",,,"5400",,,,,,"12/18/2024","TRPA-CONV-2582","127-280-02",,,"07/08/2024"
"1318-22-002-014","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"1",,,,,,"07/31/2019","TRPA-CONV-862","1318-22-002-014",,,"06/18/2019"
"132-231-10","Conversion Receiving Parcel","Commercial Floor Area (CFA)",,,"7",,,,,,"05/15/2024","TRPA-CONV-2001","132-231-10",,,
"016-292-034","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 6",,"1",,,,,,"01/13/2023","TRPA-CONV-1275",,"016-292-034",,"03/03/2021"
"023-241-042","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"14",,,,,,"01/19/2023","TRPA-CONV-2071",,"023-241-042",,"05/29/2022"
"026-049-002","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"08/17/2016","TRPA-CONV-148",,"026-049-002",,"06/19/2014"
"026-075-019","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"4",,,,,,"03/09/2022","TRPA-CONV-845",,"026-075-019",,"04/02/2019"
"026-075-019","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"11",,,,,,"09/27/2021","TRPA-CONV-1788",,"026-075-019",,"09/20/2021"
"026-089-010","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"1",,,,,,"01/13/2023","TRPA-CONV-1277",,"026-089-010",,"07/22/2020"
"027-040-043","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"04/27/2023","TRPA-CONV-2121",,"027-040-043",,"03/15/2023"
"027-040-043","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"12",,,,,,"08/01/2023","TRPA-CONV-2306",,"027-040-043",,"05/21/2023"
"027-072-032","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"3",,,,,,"11/08/2022","TRPA-CONV-2069",,"027-072-032",,"08/18/2022"
"027-151-034","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"16",,,,,,"08/01/2024","TRPA-CONV-2592",,"027-151-034",,
"027-312-031","Conversion Sending Parcel","Multi-Family Residential Unit of Use (MFRUU)","Bailey 7",,"1",,,,,,"01/13/2023","TRPA-CONV-1456",,"027-312-031",,"04/08/2021"
"027-350-023","Conversion Sending Parcel","Multi-Family Residential Unit of Use (MFRUU)","Bailey 1b",,"2",,,,,,"12/10/2024","TRPA-CONV-2638",,"027-350-023",,"10/04/2024"
"029-051-010","Conversion Sending Parcel","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1",,,,,,"07/22/2020","TRPA-CONV-1271",,"029-051-010",,"07/08/2020"
"029-082-009","Conversion Sending Parcel","Multi-Family Residential Unit of Use (MFRUU)","Bailey 7",,"1",,,,,,"06/05/2023","TRPA-CONV-2282",,"029-082-009",,"06/02/2023"
"029-083-016","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"8958",,,,,,"01/13/2023","TRPA-CONV-606",,"029-083-016",,"07/21/2014"
"029-441-004","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"10",,,,,,"01/13/2023","TRPA-CONV-1276",,"029-441-004",,"09/18/2020"
"031-083-010","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"1",,,,,,"01/13/2023","TRPA-CONV-1820",,"031-083-010",,"11/08/2021"
"031-256-003","Conversion Sending Parcel","Commercial Floor Area (CFA)","IPES","856","1",,,,,,"09/23/2022","TRPA-CONV-2029",,"031-256-003",,"09/08/2022"
"031-256-003","Conversion Sending Parcel","Commercial Floor Area (CFA)","IPES","856","4",,,,,,"01/05/2024","TRPA-CONV-2331",,"031-256-003",,"12/04/2023"
"090-072-041","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"10",,,,,,"01/25/2018","TRPA-CONV-612",,"090-072-041",,"10/15/2015"
"090-192-002","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"1",,,,,,"01/23/2020","TRPA-CONV-1091",,"090-192-002",,"01/17/2020"
"093-130-014","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 5",,"17",,,,,,"01/21/2020","TRPA-CONV-1090",,"093-130-014",,"01/10/2020"
"094-070-001","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 1b",,"16",,,,,,"10/07/2019","TRPA-CONV-923",,"094-070-001",,"01/25/2017"
"094-070-001","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 5",,"42",,,,,,"06/21/2018","TRPA-CONV-609",,"094-070-001",,"01/25/2017"
"094-070-006","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 1b",,"12",,,,,,"09/07/2023","TRPA-CONV-2323",,"094-070-006",,"08/31/2023"
"094-090-063","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 5",,"2",,,,,,"05/16/2019","TRPA-CONV-837",,"094-090-063",,"05/13/2019"
"098-210-030","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"3",,,,,,"02/17/2022","TRPA-CONV-637",,"098-210-030",,"07/14/2017"
"112-060-018","Conversion Sending Parcel","Multi-Family Residential Unit of Use (MFRUU)","Bailey 6",,"1",,,,,,"05/04/2023","TRPA-CONV-2239",,"112-060-018",,"05/03/2023"
"117-150-040","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"7",,,,,,"03/26/2018","TRPA-CONV-607",,"117-150-040",,"11/20/2017"
"127-090-04","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 6",,"2",,,,,,"09/20/2021","TRPA-CONV-1782",,"127-090-04",,"05/12/2020"
"127-280-02","Conversion Sending Parcel","Tourist Accommodation Unit (TAU)","Bailey 6",,"5400",,,,,,"12/18/2024","TRPA-CONV-2582",,"127-280-02",,"07/08/2024"
"1318-22-002-014","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 7",,"1",,,,,,"07/31/2019","TRPA-CONV-862",,"1318-22-002-014",,"06/18/2019"
"132-231-10","Conversion Sending Parcel","Commercial Floor Area (CFA)","Bailey 6",,"7",,,,,,"05/15/2024","TRPA-CONV-2001",,"132-231-10",,
"023-102-050","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"12",,,,,,"06/30/2022","TRPA-CONVTRF-1996","098-360-007",,,"06/16/2022"
"023-512-007","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"1",,,,,,"10/24/2024","TRPA-CONVTRF-2602","027-040-043",,,"10/18/2024"
"025-021-080","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","833","1",,,,,,"10/19/2016","TRPA-CONVTRF-437","023-191-007",,,"10/03/2016"
"025-041-023","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"21",,,,,,"06/30/2023","TRPA-CONVTRF-2288","027-040-043",,,"05/19/2023"
"025-377-009","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","880","1",,,,,,"03/29/2017","TRPA-CONVTRF-392","023-191-007",,,"03/20/2017"
"025-814-013","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","946","1",,,,,,"06/30/2022","TRPA-CONVTRF-1981","098-360-007",,,"06/16/2022"
"026-092-026","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"05/22/2023","TRPA-CONVTRF-2151","027-040-043",,,"05/22/2023"
"026-104-005","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","904","1",,,,,,"07/31/2023","TRPA-CONVTRF-2283","027-040-043",,,"07/24/2023"
"026-115-005","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","973","1",,,,,,"11/19/2015","TRPA-CONVTRF-89","026-049-002",,,"06/19/2014"
"026-122-002","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","850","1",,,,,,"12/13/2017","TRPA-CONVTRF-99","026-049-002",,,"07/11/2013"
"026-221-013","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","866","1",,,,,,"10/19/2016","TRPA-CONVTRF-372","023-191-007",,,"08/19/2016"
"026-261-001","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"08/15/2024","TRPA-CONVTRF-2596","027-040-043",,,"08/15/2024"
"027-072-010","Conversion With Transfer Receiving Parcel","Commercial Floor Area (CFA)","Bailey 7",,"4",,,,,,"11/08/2022","TRPA-CONVTRF-1978","023-392-003",,,"07/06/2022"
"027-233-034","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"08/18/2023","TRPA-CONVTRF-2290","027-040-043",,,"07/13/2023"
"027-234-005","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"07/31/2023","TRPA-CONVTRF-2289","027-040-043",,,"07/24/2023"
"027-321-013","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"09/27/2024","TRPA-CONVTRF-2413","027-040-043",,,"08/20/2024"
"028-221-029","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","450","1",,,,,,"05/14/2020","TRPA-CONVTRF-848","023-191-007",,,
"028-320-004","Conversion With Transfer Receiving Parcel","Commercial Floor Area (CFA)","Bailey 6",,"1",,,,,,"02/10/2020","TRPA-CONVTRF-990","031-030-007",,,"02/06/2020"
"031-075-027","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"09/28/2023","TRPA-CONVTRF-2322","027-040-043",,,"09/14/2023"
"031-093-021","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"10/19/2022","TRPA-CONVTRF-2014","027-040-043",,,"10/19/2022"
"032-151-009","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 5",,"10",,,,,,"11/17/2023","TRPA-CONVTRF-2334","027-040-043",,,"11/02/2023"
"032-162-001","Conversion With Transfer Receiving Parcel","Commercial Floor Area (CFA)","IPES","857","10",,,,,,"11/10/2021","TRPA-CONVTRF-1818","127-090-04",,,"11/10/2021"
"032-162-002","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","IPES","958","1",,,,,,"10/23/2022","TRPA-CONVTRF-2032","027-040-043",,,"10/18/2022"
"032-191-010","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"2",,,,,,"12/16/2024","TRPA-CONVTRF-2611","032-291-029",,,"11/22/2024"
"032-191-021","Conversion With Transfer Receiving Parcel","Residential Floor Area (RFA)","Bailey 7",,"4411",,,,,,"02/02/2016","TRPA-CONVTRF-294","023-311-056",,,"05/29/2015"
"032-191-021","Conversion With Transfer Receiving Parcel","Single-Family Residential Unit of Use (SFRUU)","Bailey 7",,"1531",,,,,,"10/31/2017","TRPA-CONVTRF-381","023-311-056",,,"10/03/2017"
"032-241-019","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"05/22/2023","TRPA-CONVTRF-2150","027-040-043",,,"05/22/2023"
"032-291-028","Conversion With Transfer Receiving Parcel","Tourist Accommodation Unit (TAU)","Bailey 7",,"1",,,,,,"08/25/2023","TRPA-CONVTRF-2321","027-040-043",,,"08/14/2023"
