,File_Number,APN,Deed_Restriction_Type,Units,Date_Type,LTinfo_Transaction_ID,LTInfo_Deed_Restriction,DR_Desc,Center,Notes,Issued Date,Acknowledged Date,Pre-Grade Date,Finaled Date,RecordingNumber,RecordingDate,Description,DeedRestrictionStatus,DeedRestrictionType,ProjectAreaFileNumber,_merge
198,,132-191-06,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
199,,132-191-06,,,,,,,,,,,,,4402742,10/23/2014,"APN 132-191-06 has amended and restated recorded document 2416608 to reflect the amended definition of ""Moderate Income Housing"" in Chapter 90 of the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,ERSP2014-0555,right_only
200,,132-191-07,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
201,,132-191-08,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
202,,132-191-08,,,,,,,,,,,,,4382706,08/13/2014,"APN 132-191-08 has amended and restated recorded document 2416608 to reflect the amended definition of ""Moderate Income Housing"" in Chapter 90 of the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,ERSP2014-03453,right_only
203,,132-191-09,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
204,,132-191-09,,,,,,,,,,,,,3720908,01/15/2009,"APN 132-191-09 has amended and restated recorded document 2416608 to reflect the amended definition of ""Moderate Income Housing"" adopted by TRPA on November 23, 2005 and effective January 14, 2006.",Recorded,Moderate Income Housing,ADMIN2008-0014,right_only
205,,132-191-10,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
206,,132-191-11,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
207,,132-191-11,,,,,,,,,,,,,3446902,10/04/2006,Residential unit on the parcel has been deed restricted moderate income housing,Recorded,Moderate Income Housing,20060837STD,right_only
208,,132-191-12,,,,,,,,,,,,,2416608,01/24/2000,"APN 132-201-01 will be subdivided from the existing 24-unit cooperative housing project into a 24-unit condominium project. All resultant condominium parcels and the common area parcel will be a deed restricted ""project area"". These parcels are permanently deed restricted to be treated as if legally consolidated for purposes of land coverage calculations within the project area and the TRPA ordinances pertaining to land coverage. The residential units, if rented or sold, shall be rented or sold at rates and prices affordable to tenants or households that earn not more than 120% of the Washoe County median annual income. See the deed restriction document for information on calculating the median-income formula. The use of the property shall be limited to residential use and shall not be used as Tourist Accommodation Units (TAUs) as defined in the TRPA Code of Ordinances.",Recorded,Moderate Income Housing,19980099STD,right_only
