APN,RecordType,DevelopmentRight,LandCapability,IPESScore,CumulativeBankedQuantity,RemainingBankedQuantity,LastUpdated,TransactionNumber,TransactionApprovalDate,SendingParcel,ReceivingParcel,AccelaID,JurisdictionPermitNumber,LandCapabilityCategory
034-161-006,Transfer Sending Parcel,Coverage (potential),IPES,770.0,449,,06/27/2024,TRPA-TRF-2571,08/05/2021,,031-182-010,CORR2024-0722,CORR2024-0722,Non-Sensitive
034-161-021,Transfer Sending Parcel,Coverage (potential),IPES,805.0,300,,11/04/2015,TRPA-TRF-298,01/26/2015,,032-274-007,TRAN2014-1377,,Non-Sensitive
034-171-004,Transfer Sending Parcel,Coverage (potential),IPES,864.0,142,,03/09/2023,TRPA-TRF-2127,02/23/2023,,031-161-009,CORR2023-0230,,Non-Sensitive
034-171-004,Transfer Sending Parcel,Coverage (potential),IPES,864.0,268,,12/04/2023,TRPA-TRF-2341,03/29/2023,,031-161-009,CORR2023-1607,CORR2023-1607,Non-Sensitive
034-212-001,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,03/08/2022,TRPA-TRF-1836,03/07/2022,,032-161-002,TRAN2021-0877,,SEZ
034-214-001,Transfer Sending Parcel,Coverage (potential),IPES,0.0,158,,12/15/2021,TRPA-TRF-1470,10/15/2021,,031-161-009,TRAN2021-0479,,SEZ
034-214-001,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,12/15/2021,TRPA-TRF-1471,10/15/2021,,031-161-009,TRAN2021-0479,,SEZ
034-251-012,Transfer Sending Parcel,Coverage (potential),IPES,792.0,227,,10/18/2018,TRPA-TRF-717,07/18/2018,,022-122-019,TRAN2018-0752,CTC Transfer,Non-Sensitive
034-251-012,Transfer Sending Parcel,Coverage (potential),IPES,792.0,559,,05/02/2023,TRPA-TRF-2226,04/07/2023,,034-522-006,CORR2023-0456,CORR2023-0456,Non-Sensitive
034-251-012,Transfer Sending Parcel,Coverage (potential),IPES,792.0,331,,05/02/2023,TRPA-TRF-2227,04/07/2023,,035-211-028,CORR2023-0456,CORR2023-0456,Non-Sensitive
034-270-055,Transfer Sending Parcel,Coverage (potential),3,,91,,08/28/2023,TRPA-TRF-2039,09/26/2022,,033-472-010,CORR2022-1381,,Sensitive
034-571-002,Transfer Sending Parcel,Coverage (potential),IPES,608.0,588,,11/04/2015,TRPA-TRF-304,08/17/2015,,034-722-039,TRAN2015-0429,,Sensitive
034-571-003,Transfer Sending Parcel,Coverage (hard),1b,,598,,11/19/2015,TRPA-TRF-88,04/23/2014,,022-222-016,TRAN2013-0888,,SEZ
034-652-010,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,919.0,1,,06/21/2024,TRPA-TRF-2558,06/11/2024,,034-097-008,TRAN2024-0189,,Non-Sensitive
034-652-010,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,919.0,1,,06/21/2024,TRPA-TRF-2560,06/13/2024,,092-031-024,TRAN2024-0138,,Non-Sensitive
034-752-008,Transfer Sending Parcel,Coverage (potential),IPES,741.0,1846,,01/06/2020,TRPA-TRF-981,11/21/2019,,033-813-005,CORR2019-1206,CORR2019-1206,Non-Sensitive
034-761-008,Transfer Sending Parcel,Coverage (potential),IPES,911.0,116,,05/03/2024,TRPA-TRF-2374,01/24/2024,,023-753-004,CORR2024-0050,CORR2024-0050,Non-Sensitive
034-781-001,Transfer Sending Parcel,Coverage (potential),IPES,811.0,162,,05/07/2019,TRPA-TRF-830,11/14/2018,,034-266-007,TRAN2019-0357,CTC Transfer,Non-Sensitive
034-781-001,Transfer Sending Parcel,Coverage (potential),IPES,811.0,287,,04/27/2023,TRPA-TRF-2216,03/27/2023,,031-166-015,CORR2023-0427,,Non-Sensitive
034-781-001,Transfer Sending Parcel,Coverage (potential),IPES,811.0,97,,12/02/2024,TRPA-TRF-2632,05/02/2024,,080-154-020,CORR2024-1577,CORR2024-1577,Non-Sensitive
034-791-002,Transfer Sending Parcel,Coverage (potential),IPES,0.0,79,,10/14/2020,TRPA-TRF-1286,10/13/2020,,032-343-005,TRAN2020-0996,TRAN2020-0996,SEZ
034-791-002,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,07/26/2021,TRPA-TRF-1447,07/14/2021,,032-161-002,TRAN2021-0115,,SEZ
035-224-009,Transfer Sending Parcel,Coverage (potential),5,,52,,03/29/2023,TRPA-TRF-2153,03/29/2023,,031-274-001,,,Non-Sensitive
035-224-009,Transfer Sending Parcel,Coverage (potential),5,,391,,03/29/2023,TRPA-TRF-2154,03/29/2023,,031-233-014,,,Non-Sensitive
035-294-002,Transfer Sending Parcel,Coverage (potential),IPES,0.0,60,,10/14/2020,TRPA-TRF-1284,10/13/2020,,032-343-005,TRAN2020-0998,TRAN2020-0998,SEZ
035-294-002,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,07/26/2021,TRPA-TRF-1445,07/14/2021,,032-161-002,TRAN2021-0113,,SEZ
036-010-008,Transfer Sending Parcel,Coverage (hard),1b,,1728,,11/02/2018,TRPA-TRF-680,08/16/2018,,034-482-004,TRAN2018-0466,,SEZ
036-010-008,Transfer Sending Parcel,Coverage (potential),1b,,749,,12/07/2018,TRPA-TRF-769,08/27/2018,,035-262-012,TRAN2018-0367,,SEZ
036-010-008,Transfer Sending Parcel,Coverage (hard),1b,,1436,,05/14/2020,TRPA-TRF-1110,04/21/2020,,034-172-001,TRAN2020-0184,,SEZ
036-010-009,Transfer Sending Parcel,Coverage (hard),1b,,2605,,04/29/2020,TRPA-TRF-1103,04/16/2020,,025-831-032,TRAN2020-0144,,SEZ
036-010-009,Transfer Sending Parcel,Coverage (hard),1b,,1062,,04/23/2020,TRPA-TRF-1106,04/16/2020,,025-803-009,TRAN2020-0162,,SEZ
036-010-009,Transfer Sending Parcel,Coverage (potential),6,,3619,,06/15/2021,TRPA-TRF-1697,05/25/2021,,023-182-028,TRAN2021-0059,TRAN2021-0059,Non-Sensitive
036-010-009,Transfer Sending Parcel,Coverage (potential),6,,212,,10/07/2022,TRPA-TRF-1842,10/07/2022,,081-151-003,TRAN2021-1079,,Non-Sensitive
036-571-007,Transfer Sending Parcel,Restoration Credit,IPES,0.0,102,,04/01/2025,TRPA-TRF-2578,06/17/2024,,016-251-006,ERSP2023-1778,ERSP2023-1778,SEZ
036-571-007,Transfer Sending Parcel,Restoration Credit,IPES,0.0,916,,02/26/2025,TRPA-TRF-2688,11/14/2024,,032-313-015,CORR2025-0244,CORR2025-0244,SEZ
080-102-016,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,702.0,1,,03/08/2022,TRPA-TRF-1831,03/07/2022,,032-161-002,TRAN2021-0860,,Sensitive
081-043-007,Transfer Sending Parcel,Coverage (potential),IPES,728.0,1172,,08/30/2018,TRPA-TRF-698,05/03/2018,,081-091-011,TRAN2018-0528,CTC Transfer,Non-Sensitive
081-043-012,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),IPES,917.0,1,,11/04/2022,TRPA-TRF-2041,10/31/2022,,023-182-026,TRAN2022-1049,,Non-Sensitive
081-052-002,Transfer Sending Parcel,Coverage (hard),IPES,833.0,256,,11/13/2019,TRPA-TRF-814,09/10/2019,,031-225-010,TRAN2019-0174,,Non-Sensitive
081-073-011,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,685.0,1,,10/15/2019,TRPA-TRF-840,07/31/2019,,124-921-17,TRAN2019-0397,,Sensitive
081-085-020,Transfer Sending Parcel,Coverage (potential),IPES,775.0,380,,02/07/2023,TRPA-TRF-2118,01/17/2023,,023-141-029,CORR2023-0092,CORR2023-0092,Non-Sensitive
081-092-005,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,06/14/2021,TRPA-TRF-1441,05/24/2021,,023-182-028,TRAN2021-0061,,SEZ
081-093-015,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,06/22/2020,TRPA-TRF-1108,05/21/2020,,029-181-010,TRAN2020-0174,,SEZ
081-111-002,Transfer Sending Parcel,Coverage (potential),IPES,827.0,84,,11/28/2018,TRPA-TRF-754,09/12/2018,,035-246-010,TRAN2018-0868,CTC Transfer,Non-Sensitive
081-112-014,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,545.0,1,,07/27/2022,TRPA-TRF-1832,07/26/2022,,032-161-002,TRAN2021-0859,,Sensitive
081-121-001,Transfer Sending Parcel,Coverage (potential),5,,597,,11/23/2020,TRPA-TRF-602,01/22/2018,,033-857-020,TRAN2017-1160,,Non-Sensitive
081-121-001,Transfer Sending Parcel,Coverage (potential),5,,575,,03/26/2021,TRPA-TRF-1304,02/01/2021,,033-715-003,TRAN2020-1070,,Non-Sensitive
081-152-014,Transfer Sending Parcel,Coverage (potential),IPES,778.0,107,,03/27/2018,TRPA-TRF-644,07/31/2017,,033-312-016,TRAN2018-0144,CTC Transfer,Non-Sensitive
081-152-014,Transfer Sending Parcel,Coverage (potential),IPES,778.0,567,,03/27/2018,TRPA-TRF-645,04/03/2017,,035-211-010,TRAN2018-0145,CTC Transfer,Non-Sensitive
081-152-014,Transfer Sending Parcel,Coverage (potential),IPES,778.0,134,,03/10/2023,TRPA-TRF-2131,02/23/2023,,032-282-015,CORR2023-0236,,Non-Sensitive
081-152-014,Transfer Sending Parcel,Coverage (potential),IPES,778.0,206,,03/10/2023,TRPA-TRF-2132,02/23/2023,,035-246-008,CORR2023-0236,,Non-Sensitive
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,144,,10/27/2022,TRPA-TRF-2035,07/22/2022,,016-131-007,ERSP2022-0009,,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,99,,11/30/2023,TRPA-TRF-2340,05/12/2023,,115-050-033,ERSP2022-0001,ERSP2022-0001,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,108,,05/03/2024,TRPA-TRF-2536,04/12/2024,,097-122-024,ERSP2022-0003,ERSP2022-0003,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,2067,,12/20/2024,TRPA-TRF-2647,05/11/2021,,015-370-031,ERSP2020-0904,ERSP2020-0904,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,101,,12/20/2024,TRPA-TRF-2648,04/25/2023,,085-280-043,ERSP2020-0125,,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,59,,12/20/2024,TRPA-TRF-2649,08/24/2022,,093-094-005,ERSP2021-0794,,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,62,,02/05/2025,TRPA-TRF-2655,06/17/2024,,090-231-014,ERSP2022-0043,ERSP2022-0043,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,98,,02/26/2025,TRPA-TRF-2689,02/18/2025,,092-100-030,ERSP2024-0085,ERSP2024-0085,SEZ
084-010-047,Transfer Sending Parcel,Restoration Credit,1b,,129,,04/02/2025,TRPA-TRF-2748,03/26/2025,,094-160-012,ERSP2023-1796-01,ERSP2023-1796-01,SEZ
085-360-003,Transfer Sending Parcel,Coverage (potential),3,,7,,01/25/2024,TRPA-TRF-2375,09/25/2023,,083-350-036,CORR2024-0051,CORR2024-0051,Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),3,,41,,02/17/2025,TRPA-TRF-2681,11/12/2020,,083-263-013,CORR2025-0192,CORR2025-0192,Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),3,,1,,02/26/2025,TRPA-TRF-2682,11/13/2024,,093-120-006,CORR2025-0237,CORR2025-0237,Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),4,,1714,,08/28/2019,TRPA-TRF-884,09/06/2017,,098-022-017,ERSP2017-0656,,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,298,,05/11/2023,TRPA-TRF-2273,04/12/2023,,015-313-017,CORR2023-0480,CORR2023-0480,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,233,,08/08/2023,TRPA-TRF-2318,07/27/2023,,015-033-019,CORR2023-0947,CORR2023-0947,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,29,,06/18/2024,TRPA-TRF-2555,05/16/2024,,015-162-010,CORR2024-0683,CORR2024-0683,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,239,,07/17/2024,TRPA-TRF-2579,06/20/2024,,015-304-013,CORR2024-0781,CORR2024-0781,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,300,,12/02/2024,TRPA-TRF-2630,05/03/2024,,015-253-015,CORR2024-1574,CORR2024-1574,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,755,,12/21/2024,TRPA-TRF-2650,07/10/2024,,085-050-032,ERSP2024-0039,ERSP2024-0039,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,20,,02/26/2025,TRPA-TRF-2683,04/03/2023,,093-120-006,CORR2025-0237,CORR2025-0237,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,230,,02/26/2025,TRPA-TRF-2684,07/31/2024,,015-164-012,CORR2025-0239,CORR2025-0239,Non-Sensitive
085-360-003,Transfer Sending Parcel,Coverage (potential),5,,175,,02/26/2025,TRPA-TRF-2685,08/27/2024,,015-152-006,CORR2025-0240,CORR2025-0240,Non-Sensitive
090-056-043,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,824.0,1,,09/26/2022,TRPA-TRF-1880,03/11/2022,,112-060-018,TRAN2021-1540,,Non-Sensitive
090-064-015,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,747.0,1,,06/12/2023,TRPA-TRF-2123,05/22/2023,,094-102-010,TRAN2022-1502,,Non-Sensitive
090-066-024,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,01/14/2020,TRPA-TRF-882,12/19/2019,,092-100-004,TRAN2019-0746,,Non-Sensitive
090-066-024,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,10/31/2023,TRPA-TRF-1273,09/28/2020,,098-360-005,TRAN2020-0422,,Non-Sensitive
090-066-024,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,08/26/2024,TRPA-TRF-1274,09/28/2020,,097-122-013,TRAN2020-0421,,Non-Sensitive
090-125-028,Transfer Sending Parcel,Coverage (potential),IPES,769.0,169,,06/26/2024,TRPA-TRF-2563,08/18/2017,,090-163-034,CORR2024-0706,CORR2024-0706,Non-Sensitive
090-125-028,Transfer Sending Parcel,Coverage (potential),IPES,769.0,247,,06/26/2024,TRPA-TRF-2564,11/13/2020,,090-124-016,CORR2024-0706,CORR2024-0706,Non-Sensitive
090-125-028,Transfer Sending Parcel,Coverage (potential),IPES,769.0,649,,06/26/2024,TRPA-TRF-2565,07/16/2021,,112-260-012,CORR2024-0706,CORR2024-0706,Non-Sensitive
090-125-028,Transfer Sending Parcel,Coverage (potential),IPES,769.0,165,,06/26/2024,TRPA-TRF-2566,09/29/2021,,090-191-047,CORR2024-0706,CORR2024-0706,Non-Sensitive
090-141-037,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,04/27/2018,TRPA-TRF-570,04/03/2018,,031-236-015,TRAN2017-0912,,Non-Sensitive
090-153-010,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,748.0,1,,07/01/2022,TRPA-TRF-1469,06/30/2022,,083-162-012,TRAN2020-1515,,Non-Sensitive
090-202-010,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,699.0,1,,11/13/2019,TRPA-TRF-832,11/04/2019,,117-072-005,TRAN2019-0385,,Sensitive
090-202-025,Transfer Sending Parcel,Coverage (potential),5,,125,,12/05/2023,TRPA-TRF-2342,10/19/2021,,090-191-048,CORR2023-1606,,Non-Sensitive
090-202-027,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),5,,1,,02/23/2015,TRPA-TRF-119,10/11/2013,,097-130-027,TRAN2013-0849,tran2013-0849,Non-Sensitive
090-202-027,Transfer Sending Parcel,Coverage (potential),5,,1710,,06/26/2024,TRPA-TRF-2567,07/16/2021,,112-260-011,CORR2024-0708,CORR2024-0708,Non-Sensitive
090-202-028,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),5,,1,,02/23/2015,TRPA-TRF-120,10/11/2013,,097-130-027,TRAN2013-0849,tran2013-0849,Non-Sensitive
090-202-029,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),5,,1,,02/23/2015,TRPA-TRF-121,10/11/2013,,097-130-028,TRAN2013-0849,tran2013-0849,Non-Sensitive
090-202-030,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),5,,1,,02/23/2015,TRPA-TRF-122,10/11/2013,,097-130-028,TRAN2013-0849,tran2013-0849,Non-Sensitive
090-202-031,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),5,,1,,02/23/2015,TRPA-TRF-123,10/11/2013,,097-130-029,TRAN2013-0849,tran2013-0849,Non-Sensitive
090-202-032,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),5,,1,,04/17/2014,TRPA-TRF-124,10/11/2013,,097-130-029,TRAN2014-0340,tran2013-0849,Non-Sensitive
090-202-035,Transfer Sending Parcel,Coverage (potential),5,,235,,10/09/2018,TRPA-TRF-704,05/10/2018,,090-115-056,TRAN2018-0615,,Non-Sensitive
090-212-036,Transfer Sending Parcel,Coverage (potential),5,,186,,05/28/2024,TRPA-TRF-2544,04/05/2022,,115-040-004,CORR2024-0596,CORR2024-0596,Non-Sensitive
090-222-051,Transfer Sending Parcel,Single-Family Residential Unit of Use (SFRUU),5,,1,,10/19/2016,TRPA-TRF-382,09/08/2016,,090-092-050,TRAN2016-0463,,Non-Sensitive
090-241-007,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,637.0,1,,07/18/2022,TRPA-TRF-1999,07/06/2022,,115-010-019,TRAN2022-0563,,Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),4,,161,,02/05/2025,TRPA-TRF-2532,09/28/2022,,111-280-017,CORR2024-0430,CORR2024-0430,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),5,,471,,02/05/2025,TRPA-TRF-2533,09/28/2022,,111-280-017,CORR2024-0430,CORR2024-0430,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),5,,190,,12/20/2024,TRPA-TRF-2643,04/19/2024,,117-190-061,CORR2024-1636,CORR2024-1636,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),5,,9,,02/05/2025,TRPA-TRF-2656,06/17/2024,,090-231-014,ERSP2022-0043,ERSP2022-0043,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),5,,1631,,02/06/2025,TRPA-TRF-2657,04/19/2023,,112-280-009,CORR2025-0137,CORR2025-0137,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),5,,266,,02/17/2025,TRPA-TRF-2680,07/28/2022,,115-040-082,CORR2025-0190,CORR2025-0190,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),6,,86,,11/27/2023,TRPA-TRF-2337,08/17/2023,,117-090-039,CORR2023-1521,CORR2023-1521,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),6,,1324,,11/27/2023,TRPA-TRF-2338,05/22/2023,,111-150-009,CORR2023-1522,CORR2023-1522,Non-Sensitive
092-010-035,Transfer Sending Parcel,Coverage (potential),6,,450,,06/18/2024,TRPA-TRF-2554,05/14/2024,,090-053-016,CORR2024-0682,CORR2024-0682,Non-Sensitive
092-010-039,Transfer Sending Parcel,Coverage (potential),6,,1010,,01/25/2024,TRPA-TRF-2376,12/08/2023,,093-271-009,CORR2024-0052,CORR2024-0052,Non-Sensitive
092-090-005,Transfer Sending Parcel,Coverage (potential),IPES,755.0,1435,,01/15/2019,TRPA-TRF-799,12/03/2018,,090-213-024,TRAN2019-0058,CTC Transfer,Non-Sensitive
092-240-021,Transfer Sending Parcel,Coverage (potential),5,,30,,05/28/2024,TRPA-TRF-2545,07/26/2022,,083-102-008,CORR2024-0597,CORR2024-0597,Non-Sensitive
092-240-021,Transfer Sending Parcel,Coverage (potential),5,,372,,05/28/2024,TRPA-TRF-2546,07/23/2021,,093-034-006,CORR2024-0597,CORR2024-0597,Non-Sensitive
093-130-014,Transfer Sending Parcel,Commercial Floor Area (CFA),5,,600,,01/13/2023,TRPA-TRF-1714,01/12/2023,,034-122-003,TRAN2021-0901,,Non-Sensitive
093-130-014,Transfer Sending Parcel,Commercial Floor Area (CFA),5,,3700,,11/08/2022,TRPA-TRF-2066,08/12/2022,,130-152-08,TRAN2022-0367,,Non-Sensitive
093-480-001,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,593.0,1,,01/11/2019,TRPA-TRF-696,09/20/2018,,117-150-040,TRAN2018-0499,,Sensitive
093-480-002,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,601.0,1,,01/11/2019,TRPA-TRF-697,09/20/2018,,117-150-040,TRAN2018-0500,,Sensitive
093-480-003,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,276.0,1,,01/17/2020,TRPA-TRF-813,01/03/2020,,085-250-008,TRAN2019-0122,,Sensitive
093-480-005,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,229.0,1,,11/08/2022,TRPA-TRF-2043,09/23/2022,,097-140-003,TRAN2022-0616,TRAN2022-0616,Sensitive
093-480-006,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,231.0,1,,11/08/2022,TRPA-TRF-2044,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-007,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,230.0,1,,11/08/2022,TRPA-TRF-2045,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-008,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,227.0,1,,11/08/2022,TRPA-TRF-2046,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-009,Transfer Sending Parcel,Coverage (potential),4,,17,,10/27/2022,TRPA-TRF-2034,10/13/2022,,085-280-044,ERSP2020-0281-01,,Non-Sensitive
093-480-010,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,62.0,1,,11/08/2022,TRPA-TRF-2047,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-011,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,62.0,1,,11/08/2022,TRPA-TRF-2048,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-012,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,62.0,1,,11/08/2022,TRPA-TRF-2049,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-013,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,62.0,1,,11/08/2022,TRPA-TRF-2050,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-014,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,62.0,1,,11/08/2022,TRPA-TRF-2051,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-015,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,354.0,1,,11/08/2022,TRPA-TRF-2052,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-018,Transfer Sending Parcel,Restoration Credit,1b,,118,,10/27/2022,TRPA-TRF-2036,10/11/2022,,116-220-049,ERSP2020-0074,ERSP2020-0074,SEZ
093-480-018,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,144.0,1,,11/08/2022,TRPA-TRF-2053,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-019,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2054,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
093-480-020,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2055,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
093-480-021,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2056,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
093-480-022,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,147.0,1,,11/08/2022,TRPA-TRF-2057,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-480-023,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,148.0,1,,11/08/2022,TRPA-TRF-2058,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-490-002,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,297.0,1,,11/08/2022,TRPA-TRF-2059,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-490-003,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,229.0,1,,11/08/2022,TRPA-TRF-2060,09/23/2022,,097-140-003,TRAN2022-0616,,Sensitive
093-490-010,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2061,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
093-490-011,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2062,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
093-490-012,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2063,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
093-490-013,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/08/2022,TRPA-TRF-2064,09/23/2022,,097-140-003,TRAN2022-0616,,SEZ
097-050-029,Transfer Sending Parcel,Coverage (hard),5,,11975,,07/26/2021,TRPA-TRF-1122,07/20/2021,,098-330-004,TRAN2020-0231,,Non-Sensitive
098-167-019,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,736.0,1,,12/15/2021,TRPA-TRF-1819,10/20/2021,,092-083-019,TRAN2021-1039,,Non-Sensitive
112-120-031,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/15/2023,TRPA-TRF-2111,08/25/2023,,097-050-068,TRAN2022-1088,,SEZ
112-120-031,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,0.0,1,,11/15/2023,TRPA-TRF-2112,08/25/2023,,097-050-069,TRAN2022-1088,,SEZ
112-180-015,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),IPES,725.0,1,,10/19/2016,TRPA-TRF-383,09/08/2016,,090-092-050,TRAN2016-0464,,Sensitive
117-072-014,Transfer Sending Parcel,Tourist Accommodation Unit (TAU),1b,,8,,08/16/2019,TRPA-TRF-702,07/30/2019,,094-070-001,TRAN2018-0590,TRAN2018-0590,SEZ
117-100-086,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),6,,1,,02/01/2019,TRPA-TRF-683,12/06/2018,,117-110-015,TRAN2018-0486,,Non-Sensitive
117-100-086,Transfer Sending Parcel,Potential Residential Unit of Use (PRUU),6,,3,,10/24/2024,TRPA-TRF-2562,09/11/2024,,094-010-007,TRAN2024-0220,,Non-Sensitive
117-190-014,Transfer Sending Parcel,Coverage (potential),IPES,733.0,125,,08/03/2023,TRPA-TRF-2314,06/30/2023,,092-222-006,CORR2023-0935,,Non-Sensitive
